27104022	1074679839	1511795460068	180205	190458.0
9607122	1076390561	1511795522426	312194	312192.0
605128111	1075363598	1511795522000	3970	193488.9375
-70679573	1074175891	1511795522737	322172	322194.0
-680653368	1074243025	1511795519831	285652	285648.0
-1807919740	1076435593	1511795521611	224784	224784.0
-663805711	1075237488	1511795521653	160279	262139.0
612583991	1073750516	1511537786000	380713	381074.0
612583991	1073743496	1511538075000	285694	286563.0
-895482811	1076435593	1511795519640	224784	224784.0
779394787	1076375432	1511795523000	6763	202031.0
-1830562618	1076259469	1511795521473	725064	725054.0
-1370698909	1075040657	1511795525847	15589	253153.0
1317992733	1075465509	1511699115000	29741	312790.0
1317992733	1075465509	1511699115000	29741	312790.0
1189873191	1075865810	1511795320349	324180	324206.0
1189873191	1075865767	1511795417062	82469	277629.0
859706771	1076435593	1511795522633	224745	224784.0
364357223	1074972821	1511719427996	30000	null
1189873191	1075532025	1511795448550	25287	320104.0
1189873191	1075532025	1511795448550	25287	320104.0
1189873191	1075865771	1511795515165	63687	327288.0
364357223	1075232417	1511720048239	30000	null
975114134	1075750645	1511795668684	198166	198164.0
-1707963573	1076435593	1511795492014	224795	224784.0
-1344897539	1074703135	1511795493504	34413	306860.0
-546960709	1075465107	1511795518286	161666	176208.0
330531430	1074320135	1511795518010	3366	227030.0
-288291827	1076435593	1511795522643	224760	224784.0
-1061524723	1075370264	1511795522267	152031	258325.0
1846231794	1075812094	1511795522888	286485	286485.0
-1755080448	1076310204	1511795522119	282840	282828.0
615842779	1075785131	1511795517184	240570	322612.0
970276979	1075415975	1511769188000	207488	273894.0
-1803353956	1075465107	1511765547000	128439	176208.0
1184336091	1073958942	1511795538492	319373	319373.0
-1951012758	1076412550	1511795524000	43848	274632.0
167652082	1074156096	1511795518376	320993	321019.0
800701355	1074972951	1511795492980	218044	218070.0
1217710799	1076435593	1511795523783	224774	224784.0
-1338711591	1074210952	1511795480598	4101	291552.0
209781641	1076437898	1511795524000	280855	281313.0
2134280235	1074099732	1511795517082	231132	231131.0
125718414	1076390561	1511795523673	146367	312192.0
1540616207	1073961413	1511019891189	219564	219559.0
1540616207	1073862705	1511020400930	243333	243330.0
1475570379	1076329802	1511795494043	277473	277473.0
-1967333946	1074350106	1511795313788	30000	null
883014149	1075410468	1511795519301	264078	264071.0
1317383490	1076437898	1511795521776	281321	281312.0
15967484	1074015558	1511795525000	275814	276715.0
267851265	1075532027	1511795523827	307724	307722.0
267851265	1075532027	1511795523827	307724	307722.0
1911901914	1076390561	1511138570000	180934	312192.0
-909390907	1076375432	1511795524418	202038	202031.0
1514217572	1073829694	1511795525284	241167	241162.0
-959272470	1075770963	1511771729563	262975	263001.0
178707100	1076392737	1511795520937	129527	178050.0
427398391	1076435593	1511795512620	30000	null
-312295997	1075532245	1511795525000	6734	221127.0
1617515669	1073829730	1511795525000	405721	406465.0
471217925	1076375432	1511795554214	43090	202031.0
537918589	1076435593	1511795098187	30000	null
537918589	1076435593	1511795367186	30000	null
-200125092	1075753452	1511795524396	287930	288026.0
-550239128	1075466780	1510901677000	8813	245344.0
-550239128	1075446747	1510901779000	32825	316259.0
-550239128	1075752990	1510901873000	17860	306206.0
112215143	1076435593	1511795223986	30000	null
-1585555911	1073836574	1511795494808	36469	378645.0
-1736071717	1075499747	1511795494767	15	234580.0
-1343282577	1073975977	1511795524247	318696	318693.0
2084731633	1076375432	1511795526000	201948	202031.0204081633
-1675183167	1076435593	1512054723155	224784	224784.0
-927856081	1076412550	1511795525202	1276	274632.0
-409672406	1073857574	1511795226256	30000	null
-409672406	1073862692	1511795503253	30000	null
-1495371542	1075750655	1511794101472	30000	null
1035337787	1076366943	1511795508679	297796	297953.0
-891439974	1076307973	1511795526000	30900	248424.48979591837
-1295568843	1076392737	1511795525615	178051	178051.0
993902694	1076234595	1511795495371	321974	321985.0
-1523612786	1076437898	1511795495194	281319	281312.0
-1301815203	1076392737	1511758766224	178041	178051.0
-1301815203	1076412550	1511759490261	274633	274632.0
-1371234881	1076435593	1511795523753	51	224784.0
-687415394	1075465107	1511795530625	176208	176208.0
-686625033	1075465107	1511795494038	176219	176208.0
1426622921	1076435593	1511795495701	224763	224784.0
-1093625146	1076390561	1511795522548	312272	312192.0
1731916939	1076390561	1511795847390	312194	312192.0
-592474209	1075393122	1511795525706	38374	314749.0
-1975032702	1076435593	1511795527100	51	224784.0
-1091094347	1076412550	1511795526401	274587	274632.0
-7401570	1076375432	1511795525694	69355	202031.0
-919705505	1076435593	1511795526925	141692	224784.0
-1554443783	1076437898	1511795520992	251307	281313.0
-1938102905	1076392737	1511795496336	63	178051.0
-588176994	1074972951	1511795526478	218075	218070.0
-1194709486	1074464028	1511795472842	30000	null
